annotation_id,item_id,annotator_id,precision,recall
annotation_1847,English_205,annotator_056,3,3
annotation_1848,English_212,annotator_056,5,4
annotation_1849,English_193,annotator_056,5,5
annotation_1850,English_192,annotator_056,1,1
annotation_1851,English_187,annotator_056,2,2
annotation_1852,English_213,annotator_056,5,4
annotation_1853,English_201,annotator_056,5,4
annotation_1854,English_196,annotator_056,4,4
annotation_1855,English_214,annotator_056,1,1
annotation_1856,English_215,annotator_056,4,4
annotation_1857,English_189,annotator_056,1,1
annotation_1858,English_176,annotator_056,4,4
annotation_1859,English_198,annotator_056,5,5
annotation_1860,English_218,annotator_056,5,4
annotation_1861,English_180,annotator_056,5,5
annotation_1862,English_174,annotator_056,5,5
annotation_1863,English_203,annotator_056,5,4
annotation_1864,English_195,annotator_056,5,4
annotation_1865,English_197,annotator_056,2,2
annotation_1866,English_188,annotator_056,1,1
annotation_1867,English_186,annotator_056,1,1
annotation_1868,English_216,annotator_056,1,1
annotation_1869,English_211,annotator_056,1,1
annotation_1870,English_179,annotator_056,5,5
annotation_1871,English_171,annotator_056,3,3
annotation_1872,English_190,annotator_056,1,1
annotation_1873,English_204,annotator_056,2,2
annotation_1874,English_170,annotator_056,5,5
annotation_1875,English_217,annotator_056,5,5
annotation_1876,English_200,annotator_056,5,5
annotation_1877,English_219,annotator_056,2,2
annotation_1878,English_191,annotator_056,4,5
annotation_1879,English_202,annotator_056,5,5
annotation_1880,English_194,annotator_056,1,1
annotation_1881,English_173,annotator_056,5,3
annotation_1882,English_210,annotator_056,2,2
annotation_1883,English_183,annotator_056,5,5
annotation_1884,English_199,annotator_056,1,1
annotation_1885,English_177,annotator_056,5,5
annotation_1886,English_178,annotator_056,1,1
annotation_1887,English_172,annotator_056,1,1
annotation_1888,Arabic_487,annotator_019,1,1
annotation_1889,Arabic_470,annotator_019,0,4
annotation_1890,Arabic_484,annotator_019,4,5
annotation_1891,Arabic_495,annotator_019,1,1
annotation_1892,Arabic_489,annotator_019,4,4
annotation_1893,Arabic_512,annotator_019,5,5
annotation_1894,Arabic_478,annotator_019,4,4
annotation_1895,Arabic_481,annotator_019,5,5
annotation_1896,Arabic_480,annotator_019,5,5
annotation_1897,Arabic_483,annotator_019,1,1
annotation_1898,Arabic_511,annotator_019,5,5
annotation_1899,Arabic_506,annotator_019,4,4
annotation_1900,Arabic_485,annotator_019,5,4
annotation_1901,Arabic_507,annotator_019,1,1
annotation_1902,Arabic_502,annotator_019,4,2
annotation_1903,Arabic_472,annotator_019,4,5
annotation_1904,Arabic_516,annotator_019,4,4
annotation_1905,Arabic_486,annotator_019,4,4
annotation_1906,Arabic_517,annotator_019,4,3
annotation_1907,Arabic_519,annotator_019,5,5
annotation_1908,Arabic_508,annotator_019,5,5
annotation_1909,Arabic_514,annotator_019,4,4
annotation_1910,Arabic_473,annotator_019,5,2
annotation_1911,Arabic_491,annotator_019,1,1
annotation_1912,Arabic_497,annotator_019,5,5
annotation_1913,Arabic_488,annotator_019,4,4
annotation_1914,Arabic_496,annotator_019,5,5
annotation_1915,Arabic_513,annotator_019,4,3
annotation_1916,Arabic_479,annotator_019,1,1
annotation_1917,Arabic_471,annotator_019,1,1
annotation_1918,Arabic_504,annotator_019,5,5
annotation_1919,Arabic_500,annotator_019,5,4
annotation_1920,Arabic_492,annotator_019,5,5
annotation_1921,Arabic_499,annotator_019,1,1
annotation_1922,Arabic_518,annotator_019,5,4
annotation_1923,Arabic_505,annotator_019,5,4
annotation_1924,Arabic_509,annotator_019,5,5
annotation_1925,Arabic_510,annotator_019,5,5
annotation_1926,Arabic_494,annotator_019,4,3
annotation_1927,Arabic_515,annotator_019,5,5
annotation_1928,Arabic_490,annotator_019,5,3
annotation_1929,Arabic_501,annotator_019,5,5
annotation_1930,Arabic_477,annotator_019,5,4
annotation_1931,Arabic_493,annotator_019,4,3
annotation_1932,Arabic_474,annotator_019,5,4
annotation_1933,Arabic_476,annotator_019,4,4
annotation_1934,Arabic_498,annotator_019,5,4
annotation_1935,Arabic_482,annotator_019,3,3
annotation_1936,Arabic_503,annotator_019,1,1
annotation_1937,Arabic_475,annotator_019,1,1
annotation_1938,Maltese_364,annotator_052,1,1
annotation_1939,Maltese_341,annotator_052,1,1
annotation_1940,Maltese_343,annotator_052,2,2
annotation_1941,Maltese_349,annotator_052,3,4
annotation_1942,Maltese_333,annotator_052,5,5
annotation_1943,Maltese_348,annotator_052,5,5
annotation_1944,Maltese_354,annotator_052,1,1
annotation_1945,Maltese_369,annotator_052,5,4
annotation_1946,Maltese_360,annotator_052,5,4
annotation_1947,Maltese_357,annotator_052,5,4
annotation_1948,Maltese_361,annotator_052,5,5
annotation_1949,Maltese_352,annotator_052,2,2
annotation_1950,Maltese_350,annotator_052,1,1
annotation_1951,Maltese_329,annotator_052,1,1
annotation_1952,Maltese_365,annotator_052,4,4
annotation_1953,Maltese_338,annotator_052,4,4
annotation_1954,Maltese_362,annotator_052,1,1
annotation_1955,Maltese_339,annotator_052,3,2
annotation_1956,Maltese_358,annotator_052,5,5
annotation_1957,Maltese_367,annotator_052,4,4
annotation_1958,Maltese_330,annotator_052,5,5
annotation_1959,Maltese_347,annotator_052,2,2
annotation_1960,Maltese_328,annotator_052,5,3
annotation_1961,Maltese_336,annotator_052,5,5
annotation_1962,Maltese_359,annotator_052,4,2
annotation_1963,Maltese_323,annotator_052,1,1
annotation_1964,Maltese_331,annotator_052,2,2
annotation_1965,Maltese_368,annotator_052,5,5
annotation_1966,Maltese_355,annotator_052,2,2
annotation_1967,Maltese_327,annotator_052,3,2
annotation_1968,Maltese_326,annotator_052,2,2
annotation_1969,Maltese_340,annotator_052,1,1
annotation_1970,Maltese_363,annotator_052,4,4
annotation_1971,Maltese_324,annotator_052,5,5
annotation_1972,Maltese_356,annotator_052,5,4
annotation_1973,Maltese_321,annotator_052,5,4
annotation_1974,Maltese_334,annotator_052,4,2
annotation_1975,Maltese_332,annotator_052,4,2
annotation_1976,Maltese_320,annotator_052,4,5
annotation_1977,Maltese_351,annotator_052,2,2
annotation_1978,Maltese_342,annotator_052,2,2
annotation_1979,Maltese_322,annotator_052,5,2
annotation_1980,Maltese_366,annotator_052,4,2
annotation_1981,Maltese_345,annotator_052,5,5
annotation_1982,Maltese_325,annotator_052,4,5
annotation_1983,Maltese_353,annotator_052,1,1
annotation_1984,Maltese_335,annotator_052,3,2
annotation_1985,Maltese_344,annotator_052,5,5
annotation_1986,Maltese_337,annotator_052,5,5
annotation_1987,Maltese_346,annotator_052,5,2
annotation_1988,Russian_222,annotator_031,4,4
annotation_1989,Russian_264,annotator_031,5,5
annotation_1990,Russian_254,annotator_031,4,4
annotation_1991,Russian_220,annotator_031,1,1
annotation_1992,Russian_261,annotator_031,4,4
annotation_1993,Russian_238,annotator_031,5,5
annotation_1994,Russian_266,annotator_031,5,4
annotation_1995,Russian_258,annotator_031,5,5
annotation_1996,Russian_240,annotator_031,1,1
annotation_1997,Russian_244,annotator_031,3,3
annotation_1998,Russian_257,annotator_031,4,4
annotation_1999,Russian_246,annotator_031,5,5
annotation_2000,Russian_239,annotator_031,3,3
annotation_2001,Russian_227,annotator_031,5,5
annotation_2002,Russian_249,annotator_031,4,5
annotation_2003,Russian_269,annotator_031,1,1
annotation_2004,Russian_265,annotator_031,5,4
annotation_2005,Russian_223,annotator_031,5,5
annotation_2006,Russian_232,annotator_031,5,5
annotation_2007,Russian_230,annotator_031,4,5
annotation_2008,Russian_259,annotator_031,4,4
annotation_2009,Russian_235,annotator_031,3,3
annotation_2010,Russian_247,annotator_031,5,5
annotation_2011,Russian_252,annotator_031,3,3
annotation_2012,Russian_225,annotator_031,2,2
annotation_2013,Russian_255,annotator_031,3,2
annotation_2014,Russian_245,annotator_031,5,4
annotation_2015,Russian_241,annotator_031,5,5
annotation_2016,Russian_262,annotator_031,5,5
annotation_2017,Russian_260,annotator_031,5,5
annotation_2018,Russian_253,annotator_031,5,4
annotation_2019,Russian_234,annotator_031,5,5
annotation_2020,Russian_251,annotator_031,2,2
annotation_2021,Russian_250,annotator_031,2,2
annotation_2022,Russian_224,annotator_031,2,2
annotation_2023,Russian_267,annotator_031,1,1
annotation_2024,Russian_242,annotator_031,5,5
annotation_2025,Russian_243,annotator_031,4,5
annotation_2026,Russian_231,annotator_031,4,4
annotation_2027,Russian_221,annotator_031,2,2
annotation_2028,Russian_226,annotator_031,4,4
annotation_2029,Russian_233,annotator_031,2,5
annotation_2030,Russian_268,annotator_031,3,3
annotation_2031,Russian_236,annotator_031,1,1
annotation_2032,Russian_256,annotator_031,5,5
annotation_2033,Russian_263,annotator_031,5,2
annotation_2034,Russian_228,annotator_031,5,5
annotation_2035,Russian_248,annotator_031,1,1
annotation_2036,Russian_237,annotator_031,1,1
annotation_2037,Russian_229,annotator_031,0,0
annotation_2038,Arabic_471,annotator_054,1,1
annotation_2039,Arabic_504,annotator_054,5,4
annotation_2040,Arabic_492,annotator_054,5,5
annotation_2041,Arabic_516,annotator_054,4,4
annotation_2042,Arabic_511,annotator_054,5,5
annotation_2043,Arabic_473,annotator_054,5,2
annotation_2044,Arabic_496,annotator_054,3,3
annotation_2045,Arabic_499,annotator_054,1,1
annotation_2046,Arabic_476,annotator_054,5,5
annotation_2047,Arabic_501,annotator_054,5,5
annotation_2048,Arabic_497,annotator_054,5,5
annotation_2049,Arabic_487,annotator_054,1,1
annotation_2050,Arabic_503,annotator_054,1,1
annotation_2051,Arabic_481,annotator_054,4,4
annotation_2052,Arabic_508,annotator_054,5,5
annotation_2053,Arabic_513,annotator_054,4,2
annotation_2054,Arabic_512,annotator_054,5,5
annotation_2055,Arabic_489,annotator_054,4,4
annotation_2056,Arabic_488,annotator_054,5,4
annotation_2057,Arabic_484,annotator_054,5,5
annotation_2058,Arabic_472,annotator_054,4,5
annotation_2059,Arabic_502,annotator_054,4,2
annotation_2060,Arabic_482,annotator_054,3,3
annotation_2061,Arabic_507,annotator_054,1,1
annotation_2062,Arabic_518,annotator_054,5,4
annotation_2063,Arabic_509,annotator_054,5,5
annotation_2064,Arabic_486,annotator_054,4,4
annotation_2065,Arabic_514,annotator_054,5,3
annotation_2066,Arabic_506,annotator_054,5,5
annotation_2067,Arabic_519,annotator_054,5,5
annotation_2068,Arabic_515,annotator_054,5,5
annotation_2069,Arabic_483,annotator_054,1,1
annotation_2070,Arabic_491,annotator_054,1,1
annotation_2071,Arabic_480,annotator_054,5,5
annotation_2072,Arabic_477,annotator_054,5,3
annotation_2073,Arabic_498,annotator_054,5,4
annotation_2074,Arabic_485,annotator_054,4,4
annotation_2075,Arabic_478,annotator_054,4,3
annotation_2076,Arabic_474,annotator_054,5,4
annotation_2077,Arabic_479,annotator_054,1,1
annotation_2078,Arabic_470,annotator_054,5,5
annotation_2079,Arabic_517,annotator_054,4,2
annotation_2080,Arabic_493,annotator_054,4,2
annotation_2081,Arabic_500,annotator_054,4,4
annotation_2082,Arabic_510,annotator_054,5,5
annotation_2083,Arabic_475,annotator_054,1,1
annotation_2084,Arabic_490,annotator_054,5,3
annotation_2085,Arabic_494,annotator_054,4,3
annotation_2086,Arabic_495,annotator_054,1,1
annotation_2087,Arabic_505,annotator_054,5,4
annotation_2088,Welsh_270,annotator_042,5,5
annotation_2089,Welsh_307,annotator_042,4,4
annotation_2090,Welsh_318,annotator_042,5,5
annotation_2091,Welsh_279,annotator_042,2,4
annotation_2092,Welsh_286,annotator_042,4,5
annotation_2093,Welsh_310,annotator_042,4,5
annotation_2094,Welsh_303,annotator_042,5,5
annotation_2095,Welsh_316,annotator_042,5,3
annotation_2096,Welsh_297,annotator_042,5,2
annotation_2097,Welsh_314,annotator_042,1,4
annotation_2098,Welsh_305,annotator_042,5,5
annotation_2099,Welsh_293,annotator_042,4,5
annotation_2100,Welsh_276,annotator_042,4,4
annotation_2101,Welsh_281,annotator_042,3,3
annotation_2102,Welsh_296,annotator_042,4,5
annotation_2103,Welsh_288,annotator_042,5,5
annotation_2104,Welsh_301,annotator_042,4,1
annotation_2105,Welsh_302,annotator_042,3,5
annotation_2106,Welsh_278,annotator_042,4,3
annotation_2107,Welsh_317,annotator_042,4,2
annotation_2108,Welsh_300,annotator_042,5,5
annotation_2109,Welsh_277,annotator_042,5,2
annotation_2110,Welsh_287,annotator_042,4,2
annotation_2111,Welsh_315,annotator_042,4,4
annotation_2112,Welsh_273,annotator_042,5,5
annotation_2113,Welsh_282,annotator_042,4,2
annotation_2114,Welsh_292,annotator_042,4,2
annotation_2115,Welsh_280,annotator_042,3,4
annotation_2116,Welsh_271,annotator_042,5,3
annotation_2117,Welsh_295,annotator_042,3,4
annotation_2118,Welsh_294,annotator_042,4,1
annotation_2119,Welsh_290,annotator_042,4,4
annotation_2120,Welsh_298,annotator_042,4,3
annotation_2121,Welsh_285,annotator_042,4,4
annotation_2122,Welsh_291,annotator_042,5,5
annotation_2123,Welsh_311,annotator_042,4,2
annotation_2124,Welsh_304,annotator_042,3,2
annotation_2125,Welsh_319,annotator_042,1,1
annotation_2126,Welsh_275,annotator_042,5,5
annotation_2127,Welsh_313,annotator_042,5,4
annotation_2128,Welsh_306,annotator_042,5,4
annotation_2129,Welsh_312,annotator_042,2,2
annotation_2130,Welsh_274,annotator_042,1,1
annotation_2131,Welsh_299,annotator_042,1,1
annotation_2132,Welsh_284,annotator_042,1,1
annotation_2133,Welsh_309,annotator_042,2,2
annotation_2134,Welsh_272,annotator_042,1,1
annotation_2135,Welsh_283,annotator_042,5,5
annotation_2136,Welsh_308,annotator_042,5,5
annotation_2137,Welsh_289,annotator_042,2,2
annotation_2138,Maltese_323,annotator_060,1,1
annotation_2139,Maltese_334,annotator_060,5,2
annotation_2140,Maltese_356,annotator_060,5,4
annotation_2141,Maltese_330,annotator_060,1,1
annotation_2142,Maltese_327,annotator_060,1,1
annotation_2143,Maltese_344,annotator_060,5,5
annotation_2144,Maltese_342,annotator_060,1,1
annotation_2145,Maltese_338,annotator_060,5,5
annotation_2146,Maltese_337,annotator_060,5,5
annotation_2147,Maltese_365,annotator_060,1,1
annotation_2148,Maltese_336,annotator_060,5,5
annotation_2149,Maltese_333,annotator_060,5,4
annotation_2150,Maltese_355,annotator_060,1,1
annotation_2151,Maltese_358,annotator_060,5,5
annotation_2152,Maltese_369,annotator_060,5,4
annotation_2153,Maltese_320,annotator_060,5,5
annotation_2154,Maltese_343,annotator_060,1,1
annotation_2155,Maltese_332,annotator_060,4,4
annotation_2156,Maltese_357,annotator_060,5,4
annotation_2157,Maltese_346,annotator_060,5,2
annotation_2158,Maltese_352,annotator_060,1,1
annotation_2159,Maltese_368,annotator_060,5,5
annotation_2160,Maltese_361,annotator_060,4,5
annotation_2161,Maltese_350,annotator_060,1,1
annotation_2162,Maltese_322,annotator_060,5,2
annotation_2163,Maltese_326,annotator_060,1,1
annotation_2164,Maltese_348,annotator_060,5,4
annotation_2165,Maltese_349,annotator_060,5,5
annotation_2166,Maltese_345,annotator_060,5,5
annotation_2167,Maltese_341,annotator_060,1,1
annotation_2168,Maltese_362,annotator_060,1,1
annotation_2169,Maltese_340,annotator_060,1,1
annotation_2170,Maltese_353,annotator_060,1,1
annotation_2171,Maltese_351,annotator_060,1,1
annotation_2172,Maltese_325,annotator_060,5,5
annotation_2173,Maltese_360,annotator_060,4,3
annotation_2174,Maltese_331,annotator_060,1,1
annotation_2175,Maltese_354,annotator_060,1,1
annotation_2176,Maltese_347,annotator_060,3,2
annotation_2177,Maltese_364,annotator_060,1,1
annotation_2178,Maltese_366,annotator_060,1,1
annotation_2179,Maltese_363,annotator_060,1,1
annotation_2180,Maltese_321,annotator_060,5,4
annotation_2181,Maltese_324,annotator_060,5,5
annotation_2182,Maltese_367,annotator_060,1,1
annotation_2183,Maltese_328,annotator_060,5,3
annotation_2184,Maltese_359,annotator_060,3,3
annotation_2185,Maltese_339,annotator_060,1,1
annotation_2186,Maltese_335,annotator_060,4,4
annotation_2187,Maltese_329,annotator_060,1,1
annotation_2188,Welsh_319,annotator_037,1,1
annotation_2189,Welsh_286,annotator_037,4,5
annotation_2190,Welsh_293,annotator_037,5,4
annotation_2191,Welsh_317,annotator_037,5,2
annotation_2192,Welsh_283,annotator_037,5,5
annotation_2193,Welsh_275,annotator_037,5,5
annotation_2194,Welsh_270,annotator_037,5,5
annotation_2195,Welsh_281,annotator_037,4,5
annotation_2196,Welsh_295,annotator_037,4,5
annotation_2197,Welsh_280,annotator_037,5,5
annotation_2198,Welsh_316,annotator_037,5,4
annotation_2199,Welsh_296,annotator_037,3,4
annotation_2200,Welsh_289,annotator_037,1,1
annotation_2201,Welsh_284,annotator_037,1,1
annotation_2202,Welsh_299,annotator_037,1,1
annotation_2203,Welsh_313,annotator_037,5,5
annotation_2204,Welsh_272,annotator_037,1,1
annotation_2205,Welsh_298,annotator_037,4,4
annotation_2206,Welsh_302,annotator_037,4,3
annotation_2207,Welsh_273,annotator_037,4,5
annotation_2208,Welsh_314,annotator_037,3,4
annotation_2209,Welsh_301,annotator_037,1,1
annotation_2210,Welsh_310,annotator_037,4,5
annotation_2211,Welsh_307,annotator_037,3,4
annotation_2212,Welsh_277,annotator_037,5,5
annotation_2213,Welsh_288,annotator_037,5,5
annotation_2214,Welsh_291,annotator_037,4,4
annotation_2215,Welsh_308,annotator_037,5,5
annotation_2216,Welsh_300,annotator_037,5,5
annotation_2217,Welsh_282,annotator_037,2,2
annotation_2218,Welsh_276,annotator_037,4,5
annotation_2219,Welsh_290,annotator_037,5,5
annotation_2220,Welsh_305,annotator_037,4,5
annotation_2221,Welsh_318,annotator_037,5,5
annotation_2222,Welsh_303,annotator_037,5,5
annotation_2223,Welsh_292,annotator_037,5,2
annotation_2224,Welsh_306,annotator_037,5,5
annotation_2225,Welsh_271,annotator_037,4,4
annotation_2226,Welsh_304,annotator_037,1,1
annotation_2227,Welsh_285,annotator_037,5,5
annotation_2228,Welsh_309,annotator_037,1,1
annotation_2229,Welsh_279,annotator_037,1,1
annotation_2230,Welsh_297,annotator_037,5,2
annotation_2231,Welsh_312,annotator_037,5,2
annotation_2232,Welsh_278,annotator_037,5,5
annotation_2233,Welsh_294,annotator_037,1,1
annotation_2234,Welsh_287,annotator_037,5,2
annotation_2235,Welsh_315,annotator_037,5,5
annotation_2236,Welsh_311,annotator_037,5,5
annotation_2237,Welsh_274,annotator_037,1,1
annotation_2238,English_217,annotator_034,5,5
annotation_2239,English_188,annotator_034,3,5
annotation_2240,English_210,annotator_034,3,3
annotation_2241,English_206,annotator_034,3,3
annotation_2242,English_198,annotator_034,5,5
annotation_2243,English_185,annotator_034,2,3
annotation_2244,English_179,annotator_034,5,5
annotation_2245,English_189,annotator_034,1,1
annotation_2246,English_191,annotator_034,4,5
annotation_2247,English_184,annotator_034,1,1
annotation_2248,English_183,annotator_034,5,5
annotation_2249,English_173,annotator_034,5,3
annotation_2250,English_203,annotator_034,5,2
annotation_2251,English_180,annotator_034,5,5
annotation_2252,English_218,annotator_034,5,4
annotation_2253,English_219,annotator_034,5,4
annotation_2254,English_194,annotator_034,1,1
annotation_2255,English_176,annotator_034,5,5
annotation_2256,English_187,annotator_034,1,1
annotation_2257,English_174,annotator_034,5,4
annotation_2258,English_215,annotator_034,4,4
annotation_2259,English_214,annotator_034,2,2
annotation_2260,English_204,annotator_034,2,2
annotation_2261,English_181,annotator_034,4,4
annotation_2262,English_170,annotator_034,5,5
annotation_2263,English_209,annotator_034,2,2
annotation_2264,English_186,annotator_034,2,2
annotation_2265,English_195,annotator_034,5,4
annotation_2266,English_190,annotator_034,2,3
annotation_2267,English_171,annotator_034,3,3
annotation_2268,English_200,annotator_034,5,5
annotation_2269,English_207,annotator_034,3,2
annotation_2270,English_213,annotator_034,4,4
annotation_2271,English_202,annotator_034,4,4
annotation_2272,English_175,annotator_034,4,3
annotation_2273,English_196,annotator_034,4,5
annotation_2274,English_193,annotator_034,5,5
annotation_2275,English_172,annotator_034,1,1
annotation_2276,English_192,annotator_034,1,1
annotation_2277,English_208,annotator_034,5,5
annotation_2278,English_177,annotator_034,2,3
annotation_2279,English_199,annotator_034,2,2
annotation_2280,English_197,annotator_034,5,5
annotation_2281,English_182,annotator_034,2,2
annotation_2282,English_205,annotator_034,3,2
annotation_2283,English_201,annotator_034,4,5
annotation_2284,English_211,annotator_034,1,1
annotation_2285,English_216,annotator_034,2,2
annotation_2286,English_178,annotator_034,1,1
annotation_2287,English_212,annotator_034,4,4
annotation_2288,English_51,annotator_063,,
annotation_2289,English_66,annotator_063,,
annotation_2290,English_62,annotator_063,,
annotation_2291,English_67,annotator_063,,
annotation_2292,English_54,annotator_063,,
annotation_2293,English_53,annotator_063,,
annotation_2294,English_59,annotator_063,,
annotation_2295,English_60,annotator_063,,
annotation_2296,English_55,annotator_063,,
annotation_2297,English_65,annotator_063,,
annotation_2298,English_63,annotator_063,,
annotation_2299,English_57,annotator_063,,
annotation_2300,English_52,annotator_063,,
annotation_2301,English_58,annotator_063,,
annotation_2302,English_56,annotator_063,,
annotation_2303,English_61,annotator_063,,
annotation_2304,English_64,annotator_063,,
annotation_2305,English_60,annotator_064,,
annotation_2306,English_65,annotator_064,,
annotation_2307,English_67,annotator_064,,
annotation_2308,English_61,annotator_064,,
annotation_2309,English_64,annotator_064,,
annotation_2310,English_58,annotator_064,,
annotation_2311,English_55,annotator_064,,
annotation_2312,English_62,annotator_064,,
annotation_2313,English_52,annotator_064,,
annotation_2314,English_59,annotator_064,,
annotation_2315,English_51,annotator_064,,
annotation_2316,English_53,annotator_064,,
annotation_2317,English_56,annotator_064,,
annotation_2318,English_57,annotator_064,,
annotation_2319,English_63,annotator_064,,
annotation_2320,English_66,annotator_064,,
annotation_2321,English_54,annotator_064,,
annotation_2322,English_178,annotator_064,,
annotation_2323,English_192,annotator_064,,
annotation_2324,English_196,annotator_064,,
annotation_2325,English_208,annotator_064,,
annotation_2326,English_188,annotator_064,,
annotation_2327,English_195,annotator_064,,
annotation_2328,English_212,annotator_064,,
annotation_2329,English_213,annotator_064,,
annotation_2330,English_219,annotator_064,,
annotation_2331,English_189,annotator_064,,
annotation_2332,English_198,annotator_064,,
annotation_2333,English_206,annotator_064,,
annotation_2334,English_177,annotator_064,,
annotation_2335,English_218,annotator_064,,
annotation_2336,English_173,annotator_064,,
annotation_2337,English_204,annotator_064,,
annotation_2338,English_210,annotator_064,,
annotation_2339,English_175,annotator_064,,
annotation_2340,English_215,annotator_064,,
annotation_2341,English_176,annotator_064,,
annotation_2342,English_191,annotator_064,,
annotation_2343,English_190,annotator_064,,
annotation_2344,English_183,annotator_064,,
annotation_2345,English_171,annotator_064,,
annotation_2346,English_181,annotator_064,,
annotation_2347,English_207,annotator_064,,
annotation_2348,English_193,annotator_064,,
annotation_2349,English_170,annotator_064,,
annotation_2350,English_180,annotator_064,,
annotation_2351,English_217,annotator_064,,
annotation_2352,English_202,annotator_064,,
annotation_2353,English_205,annotator_064,,
annotation_2354,English_194,annotator_064,,
annotation_2355,English_203,annotator_064,,
annotation_2356,English_209,annotator_064,,
annotation_2357,English_172,annotator_064,,
annotation_2358,English_184,annotator_064,,
annotation_2359,English_197,annotator_064,,
annotation_2360,English_216,annotator_064,,
annotation_2361,English_182,annotator_064,,
annotation_2362,English_211,annotator_064,,
annotation_2363,English_179,annotator_064,,
annotation_2364,English_199,annotator_064,,
annotation_2365,English_214,annotator_064,,
annotation_2366,English_185,annotator_064,,
annotation_2367,English_186,annotator_064,,
annotation_2368,English_174,annotator_064,,
annotation_2369,English_201,annotator_064,,
annotation_2370,English_200,annotator_064,,
annotation_2371,English_187,annotator_064,,
